Dataset: Congressional Voting Records
Algorithm,Rule Count,Rule Mining Time (s),Support,Confidence,Data Coverage,Zhang
bat,800.0,2.86,0.03,0.36,1.0
gwo,385.0,3.27,0.01,0.51,1.0
sc,5.0,4.16,0.01,0.22,0.1
fss,274.0,4.33,0.01,0.49,1.0
fpgrowth,3437.0,5.34,0.17,0.89,1.0
hmine,3437.0,0.19,0.17,0.89,1.0
arm-ae,170.0,0.36,0.2,0.41,0.02
aerial_plus,118.0,0.48,0.33,0.93,0.99
