Dataset: Congressional Voting Records
Algorithm,Rule Count,Rule Mining Time (s),Support,Confidence,Data Coverage,Zhang
bat,928.0,2.65,0.06,0.37,1.0
gwo,737.0,3.25,0.03,0.37,1.0
sc,12.0,3.98,0.0,0.32,0.37
fss,227.0,4.31,0.01,0.39,1.0
fpgrowth,3437.0,5.42,0.17,0.89,1.0
hmine,3437.0,0.19,0.17,0.89,1.0
arm-ae,513.0,0.54,0.22,0.45,0.04
aerial_plus,310.0,2.43,0.25,0.9,1.0
